Song Name,Artist Name,Mood,Song Link,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Startender,A Boogie Wit da Hoodie,Party,https://youtu.be/DEoAbqwmZro?si=EhPc5hDIIniEDtjY,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
Our World,Blasterjaxx,Party,https://youtu.be/_6a9gd8ur8k?si=-b7Neet6G_s_dtYM,56,0.749,0.878,1,-4.685,0,0.0407,0.0144,0,0.64,0.148,127.985,160378
Unconditionally,Katy Perry,Party,https://youtu.be/uZRvNrAOYH8?si=FV9xdzjrckJMMcJd,82,0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993
When I Was Your Man,Bruno Mars,Party,https://youtu.be/kON9fn01rUQ?si=K6JRSDHEhpcFYc8-,58,0.724,0.71,0,-7.383,0,0.0462,0.0126,0.00163,0.0857,0.212,122.056,153443
Love Runs Out,Martin Garrix,Party,https://youtu.be/m-j-n-XJ-Tg?si=VJOcDwPOaMwC-el2,80,0.75,0.789,0,-5.058,1,0.0647,0.0148,0,0.501,0.467,135.954,269573
Love Tonight - Edit,Shouse,Party,https://youtu.be/-d72XNa4yIM?si=vXJsH6IJckcHbkto,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
Motley Crew,Post Malone,Party,https://youtu.be/ZuNKjO2joaE?si=iucBDV-2MnWkONhb,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
The Imitation Game,Alexandre Desplat,Party,https://youtu.be/kr6WTOCbDTw?si=np8NtnjQmF7SRWOQ,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176
Nit Nit,Jasleen Royal,Party,https://youtu.be/eg5sCr08kjE?si=ZUvKIpLXPEnpPNIf,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176
Walk Down,FNF Chop,Party,https://youtu.be/jkJwEqb7kLw?si=A5VghT4wjctUkqzT,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
Leave a Light On,Tom Walker,Party,https://youtu.be/zMbvUyRa1Jw?si=JFOOOKfDaiictrA2,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
Electricity,Sam Pinkerton,Party,https://youtu.be/YD8JfW8Da2c?si=X6Kah5UscQOI9iUN,53,0.883,0.728,0,-6.079,1,0.0506,0.228,0,0.173,0.489,104.037,174027
Playing Girev I,Carlos Rafael Rivera,Relaxing,https://youtu.be/y6u3hKLKIpI?si=R160j3s4yVxVeq_j,0,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496
Aakhri Salaam,The Local Train,Relaxing,https://youtu.be/tufVrNJ9bX4?si=q3iakLPSQ8i02pgp,79,0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,178994
Photograph,Ed Sheeran,Relaxing,https://youtu.be/KKQl-pIRQMY?si=7UUBmn8uJ3yqEiBC,53,0.7,0.33,4,-7.522,1,0.0706,0.797,0,0.122,0.766,119.103,226280
Stupid Feelings,220 KID,Relaxing,https://youtu.be/36-p9cJvNqI?si=Kfad-UTO2-efboMW,59,0.636,0.335,11,-13.327,1,0.966,0.993,0,0.342,0.561,161.68,35240
Feels,Jax Jones,Relaxing,https://youtu.be/IhWA_dok3Rs?si=QN1C6A6T6o1Uaa3d,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Astronaut In The Ocean,Masked Wolf,Relaxing,https://youtu.be/Ju9xgdp89Jk?si=eWgQY72ZoS2I5XQE,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Thot Shit,Megan Thee Stallion,Relaxing,https://youtu.be/FgQLiH6167w?si=dCZE791-XAQFUun7,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Blank Space,Taylor Swift,Relaxing,https://youtu.be/uHpcbSsPrRE?si=BSl3SPUk_56pSsgy,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Underwater,MIKA,Relaxing,https://youtu.be/e21s9tZaVro?si=M8okCgg8TK5ogSTh,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Still Wiz,Wiz Khalifa,Relaxing,https://youtu.be/F2NuONya0Vk?si=bzGDIbzU4tEg1A3P,53,0.833,0.193,2,-10.131,1,0.272,0.709,2.15E-05,0.0657,0.682,129.929,184670
High Right Now,Tyla Yaweh,Relaxing,https://youtu.be/JmZYBw1_Nvc?si=XI3AVKF33PECmuAf,67,0.676,0.319,5,-9.201,1,0.0279,0.783,0,0.117,0.565,105.002,228969
I WANNA SEE SOME ASS,Jack Harlow,Relaxing,https://youtu.be/3lETiCCe8ng?si=39_xiiBPbeNbWIR5,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Half Light,BANNERS,Relaxing,https://youtu.be/3SE1WaaNzW0?si=YRG1EwDU7RxuGMQz,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Genda Phool,Badshah,Romantic,https://youtu.be/VkAuRcpuxuo?si=qY63VKqvtN8oupk2,67,0.955,0.538,1,-8.394,1,0.0734,0.132,0.00146,0.0704,0.837,116.977,170769
No Me Ame,Rvssian,Romantic,https://youtu.be/GpZEhFYAG4U?si=XtaMRtjHLpFDh2Sg,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Tchaikovsky,Pyotr Ilyich Tchaikovsky,Romantic,https://youtu.be/OPlK5HwFxcw?si=QYS1UC53aZaB3s-X,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Wants and Needs,Drake,Romantic,https://youtu.be/0oBeEnY2CAQ?si=m0pRM5tO73hwoPw4,91,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,137704
Look Back at It,A Boogie Wit da Hoodie,Romantic,https://youtu.be/2kQbmvWIBqU?si=XCp8wG9DbCQW4kCU,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
"Take It, It's Yours",Carlos Rafael Rivera,Romantic,https://youtu.be/y_wmpbg611Q?si=1y0CKgZt7TActq6x,91,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,137704
You Should Run,Moore Kismet,Romantic,https://youtu.be/QvD-A1vqzHg?si=W8oDNmyg8U-rK3p8,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
I Don't Know Why,NOTD,Romantic,https://youtu.be/fdcNa5_o4qw?si=ORpXnJ5PLfNTB91j,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
I Would Like,Zara Larsson,Romantic,https://youtu.be/9bzMaiczpXU?si=TieSgDWMbnAqJWLU,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
A Little Bit Yours,JP Saxe,Romantic,https://youtu.be/ieZ-rMNFTMo?si=gW2XA3oib7xupDKc,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960
Train Wreck,James Arthur,Romantic,https://youtu.be/z6guy8-4Zwg?si=Ah8ZDyQqkARuGM0B,77,0.693,0.549,1,-8.141,1,0.119,0.0109,0,0.0677,0.605,80.028,227960
Idk,Bruce Wiegner,Romantic,https://youtu.be/tuQmO-SBT-A?si=R_4Zn2l59IeSVCgL,76,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,147800
emotions,iann dior,Romantic,https://youtu.be/xuUU_4ONPkY?si=860Lyr15LfklnT8u,81,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885
Each Coming Night,Iron & Wine,Romantic,https://youtu.be/U3HYkl3Ql6s?si=rd9onmQuJwJ5Mq8n,68,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01E-05,0.103,0.631,114.998,220590
Say You Won't Let Go,James Arthur,Romantic,https://youtu.be/8A7-54UguKg?si=Ghuz3kWFsEvTesu-,91,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,137704
I Want You To Know,Zedd,Romantic,https://youtu.be/Ydx5Fqyecss?si=kBHIoeGJg5h18CVM,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
4 Da Gang,42 Dugg,Romantic,https://youtu.be/Pmpmef6xVTk?si=g5vbKAVAw-GabR5r,76,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,147800
Bleeding Love -,Leona Lewis,Romantic,https://youtu.be/3SttVoJ_8N8?si=jD0XelSqmISRXVfR,80,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,196607
Move Ya Hips,A$AP Ferg,Romantic,https://youtu.be/8RZpZXsxobM?si=CBCTR3buzEjh--Qq,32,0.713,0.597,7,-6.746,1,0.0322,0.61,0,0.0992,0.62,120.069,554000
Weight,Lee DeWyze,Romantic,https://youtu.be/cuW3Er7zluE?si=b4qQddFhQrMdOM_P,42,0.41,0.433,0,-11.237,1,0.0358,0.35,0.00106,0.0676,0.605,188.079,206320
Good Years,ZAYN,Sad,https://youtu.be/KWx_6_fh1gU?si=hD6gh7TpoCDYDZ65,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Rolling in the Deep,Adele,Sad,https://youtu.be/AIYpdjQVidc?si=LpkhgXRehbruBq5b,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
2 Hearts,Sam Feldt,Sad,https://youtu.be/NKReFV_6xrc?si=gXjDr6DM4XxcD--1,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
Hula Hoop,OMI,Sad,https://youtu.be/2s9Nz8uWeAA?si=2At8TstwfVSIwRXs,42,0.276,0.0985,5,-28.017,0,0.0342,0.989,0.907,0.0795,0.125,134.587,66448
Pasadena,Tinashe,Sad,https://youtu.be/9aNdDFIxFl8?si=BQUdA6f6gpLkASOO,39,0.149,0.0328,7,-31.586,0,0.0497,0.878,0.957,0.11,0.0356,104.583,96924
Feel Something,Joshua Bassett,Sad,https://youtu.be/vguFlKIC8h0?si=N1ffiaDU9dblvr78,39,0.398,0.0127,0,-31.618,0,0.0417,0.967,0.879,0.084,0.0492,119.963,90363
So What,Louis The Child,Sad,https://youtu.be/7gbg2iW29X0?si=e2RkkbdseqU3bTSG,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Taste of You,Rezz,Sad,https://youtu.be/S3SuwL5-S0A?si=VRagpMT-vtKceGNl,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Deep Blue,William Black,Sad,https://youtu.be/7i0gz1sVs4w?si=A794tnpNpe646Nm2,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
Let Me Know,Surfaces,Sad,https://youtu.be/gE5mh_O8VtE?si=PFpL9cbrTZbRrfUz,40,0.336,0.173,9,-24.09,0,0.0395,0.92,0.859,0.0769,0.0389,192.954,425440
Funny,Zedd,Sad,https://youtu.be/bKuMs-SuVso?si=c9_kh0dNfKY-IDWT,52,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615
BED,Joel Corry,Sad,https://youtu.be/8mOPFGfJ5WQ?si=eK6PyevZmsON46Q4,42,0.276,0.0985,5,-28.017,0,0.0342,0.989,0.907,0.0795,0.125,134.587,66448
No Chill,Cheat Codes,Sad,https://youtu.be/fiLBNzZYEcI?si=7f8b97S1rj_sVkxi,45,0.352,0.0774,9,-24.864,0,0.0345,0.946,0.877,0.118,0.138,108.077,184294
Run,OneRepublic,Sad,https://youtu.be/x2SqnzA2JpI?si=njekFwhWNNVMZaqc,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Your Power,Billie Eilish,Sad,https://youtu.be/4FVXJ9xeKg4?si=PWuci9JnYoIlRb2I,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Electric,Katy Perry,Sad,https://youtu.be/a8SMx5NapL4?si=BROtly54fdGKQx_L,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Kiss Me More,Doja Cat,Sad,https://youtu.be/1oMgxa32A7g?si=TRzTKtoqqOAayQV1,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
detest me,glaive,Sad,https://youtu.be/r3WrVuOEGd8?si=BRTKUtrOjgjsheg-,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
BambolÃ©o,Gipsy Kings,Sad,https://youtu.be/GGqcpDSUJlE?si=O_2KujdC-zNX3iaM,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Send Me An Angel,Scorpions,Sad,https://youtu.be/uc3VykfT1iU?si=88Ze0N_HEFlMWFHM,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Frozen,Madonna,Sad,https://youtu.be/FV3l-Tit7Uk?si=0KFFhjEhHaJcV0fG,61,0.389,0.148,3,-11.011,1,0.03,0.897,0,0.114,0.4,142.611,287324
Whistle,Flo Rida,Sad,https://youtu.be/aS85AvLl9Ik?si=xIUGsyicRQS7cgPC,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0,0.111,0.152,138.856,305893
Hosanna,Hillsong Worship,Sad,https://youtu.be/hnMevXQutyE?si=MVea6_y1q924XpKI,0,0.615,0.28,0,-8.648,1,0.0433,0.932,0,0.0877,0.387,72.797,213827
fairytales,Gabby Sophia,Sad,https://youtu.be/LbY5rKyQngc?si=jHMuzpq2JipWPuVC,87,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560
O.D.D.,Hey Violet,Sad,https://youtu.be/nR13ynLCvs4?si=QkFw4md28S4IVtdB,62,0.531,0.224,2,-10.878,1,0.0293,0.874,0,0.111,0.276,74.98,200563
Woah,Lil Baby,Sad,https://youtu.be/nUEqPtVGIpE?si=AQDw0iuq-_SCbVMW,53,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,289560
Never Be Lonely,Gigi D'Agostino,Sad,https://youtu.be/si69k3NBmgs?si=0bqXXq3zdvjgBhet,61,0.702,0.0474,3,-15.198,0,0.526,0.00516,1.22E-06,0.147,0.175,102.983,52062
Donda Chant,Kanye West,Sad,https://youtu.be/wPdp6Iggrxg?si=cBff1-PQ3V3uqmIc,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Lowkey,Ollie,Sad,https://youtu.be/5drdW5_4enY?si=7fUtjKwa2EAffJmX,40,0.57,0.256,6,-10.269,1,0.0368,0.535,0.000685,0.114,0.252,120.019,184079
Kindness,MÃ˜,Sad,https://youtu.be/bHyDpORYHao?si=amVS76HnLIzjYLVY,46,0.533,0.231,2,-14.538,1,0.0316,0.951,0.0994,0.107,0.337,111.025,169805
Vibration,Fireboy DML,Sad,https://youtu.be/tgCc2nJ6Yvo?si=pNX1R16bEKGfQkjJ,42,0.614,0.278,0,-8.975,1,0.0333,0.416,0.000755,0.092,0.0598,144.218,213813
Dreams,Blasterjaxx,Sad,https://youtu.be/qsHf4m5avxs?si=M39V4WRku0aZ1rKp,50,0.55,0.234,0,-10.264,1,0.0358,0.941,2.96E-06,0.0996,0.233,72.799,341918
